  X         Y         Z       PDOP   TDOP   GDOP
-2148741.06    4426654.09    4044655.16    1.92    1.09    2.21

-2148739.74    4426650.86    4044653.36    1.92    1.09    2.21

-2148741.40    4426650.43    4044654.40    1.92    1.09    2.21

-2148739.88    4426651.53    4044654.26    1.92    1.09    2.21

-2148741.25    4426652.26    4044654.33    1.92    1.09    2.21

-2148740.19    4426652.31    4044652.86    1.92    1.10    2.21

-2148737.95    4426650.21    4044651.54    1.92    1.10    2.21

-2148736.89    4426648.63    4044651.62    1.92    1.10    2.21

-2148738.62    4426652.64    4044652.17    1.92    1.10    2.21

-2148739.89    4426652.63    4044653.75    1.91    1.10    2.21

-2148739.90    4426650.66    4044654.64    1.91    1.10    2.20

-2148740.01    4426651.35    4044652.75    1.91    1.09    2.20

-2148739.71    4426652.22    4044653.63    1.91    1.09    2.20

-2148739.74    4426652.82    4044654.01    1.91    1.09    2.20

-2148740.99    4426651.64    4044654.83    1.90    1.09    2.19

-2148740.12    4426653.13    4044654.34    1.90    1.09    2.19

-2148740.76    4426651.88    4044653.40    1.90    1.09    2.19

-2148739.32    4426648.68    4044651.55    1.89    1.09    2.18

-2148740.54    4426652.87    4044653.96    1.89    1.09    2.18

-2148738.86    4426651.09    4044653.76    1.89    1.08    2.18

-2148740.02    4426653.47    4044655.33    1.88    1.08    2.17

-2148738.78    4426651.24    4044652.72    1.88    1.08    2.17

-2148738.08    4426649.03    4044652.94    1.88    1.08    2.16

-2148740.48    4426653.75    4044654.22    1.87    1.08    2.16

-2148739.78    4426651.38    4044654.52    1.87    1.07    2.15

-2148737.46    4426649.38    4044652.59    1.86    1.07    2.15

-2148739.32    4426650.75    4044653.15    1.86    1.07    2.14

-2148738.77    4426651.49    4044651.33    1.85    1.07    2.14

-2148739.55    4426652.65    4044654.04    1.85    1.06    2.13

-2148738.04    4426649.05    4044651.51    1.98    1.18    2.31

-2148738.18    4426649.36    4044653.43    1.98    1.18    2.30

-2148736.91    4426649.01    4044652.75    1.97    1.17    2.29

-2148736.86    4426650.25    4044652.31    1.96    1.17    2.29

-2148735.70    4426648.24    4044650.10    1.95    1.16    2.27

-2148737.06    4426649.31    4044654.15    1.94    1.16    2.26

-2148736.80    4426648.78    4044654.77    1.94    1.16    2.26

-2148736.90    4426648.64    4044651.30    1.92    1.15    2.24

-2148737.11    4426646.78    4044651.13    1.92    1.15    2.24

-2148738.47    4426649.73    4044653.64    1.92    1.14    2.23

-2148736.10    4426647.20    4044652.74    1.91    1.14    2.23

-2148736.92    4426646.19    4044653.85    1.91    1.14    2.22

-2148737.89    4426647.95    4044654.58    1.90    1.13    2.21

-2148736.36    4426645.99    4044651.62    1.90    1.13    2.21

-2148736.44    4426646.74    4044652.63    1.89    1.13    2.20

-2148735.50    4426647.32    4044652.54    1.89    1.12    2.20

-2148736.36    4426647.07    4044651.11    1.88    1.12    2.19

-2148737.11    4426647.84    4044652.56    1.88    1.12    2.19

-2148735.84    4426647.07    4044653.50    1.87    1.12    2.18

-2148734.34    4426647.61    4044654.14    1.87    1.11    2.18

-2148735.86    4426647.27    4044652.66    1.87    1.11    2.17

-2148736.20    4426647.57    4044654.75    1.86    1.11    2.16

-2148737.16    4426647.39    4044652.39    1.86    1.10    2.16

-2148735.91    4426646.63    4044652.67    1.85    1.10    2.15

-2148734.91    4426646.81    4044653.97    1.85    1.10    2.15

-2148735.03    4426646.20    4044653.76    1.84    1.09    2.14

-2148734.49    4426644.09    4044652.43    1.84    1.09    2.14

-2148734.90    4426646.20    4044654.33    1.83    1.09    2.13

-2148733.15    4426646.03    4044654.33    1.83    1.08    2.13

-2148733.80    4426645.53    4044653.85    1.83    1.08    2.12

-2148734.26    4426646.69    4044656.07    1.82    1.08    2.12

-2148734.26    4426644.95    4044653.31    1.82    1.07    2.11

-2148734.98    4426645.38    4044653.96    1.81    1.07    2.10

-2148734.50    4426645.62    4044655.24    1.81    1.07    2.10

-2148733.01    4426645.49    4044655.02    1.80    1.06    2.09

-2148734.19    4426645.91    4044653.34    1.80    1.06    2.09

-2148734.76    4426645.96    4044653.10    1.80    1.06    2.08

-2148735.84    4426645.38    4044655.24    1.79    1.05    2.08

-2148733.14    4426643.37    4044653.19    1.79    1.05    2.07

-2148734.70    4426644.58    4044653.97    1.78    1.05    2.07

-2148733.28    4426644.22    4044653.98    1.78    1.04    2.06

-2148734.75    4426645.66    4044653.85    1.78    1.04    2.06

-2148733.15    4426644.81    4044655.23    1.77    1.04    2.05

-2148735.00    4426646.30    4044655.51    1.77    1.03    2.05

-2148734.46    4426645.48    4044652.67    1.77    1.03    2.04

-2148732.36    4426643.43    4044653.69    1.76    1.03    2.04

-2148732.24    4426642.45    4044653.39    1.76    1.02    2.04

-2148731.26    4426642.92    4044653.43    1.76    1.02    2.03

-2148731.64    4426644.48    4044652.35    1.75    1.02    2.03

-2148730.90    4426641.74    4044652.13    1.75    1.01    2.02

-2148731.73    4426642.86    4044655.03    1.74    1.01    2.02

-2148730.50    4426642.06    4044655.70    1.74    1.01    2.01

-2148733.16    4426644.44    4044655.23    1.74    1.00    2.01

-2148730.17    4426642.52    4044655.09    1.73    1.00    2.00

-2148732.30    4426643.18    4044654.51    1.73    1.00    2.00

-2148732.14    4426643.13    4044653.89    1.73    1.00    1.99

-2148732.04    4426641.25    4044654.36    1.73    0.99    1.99

-2148732.10    4426642.39    4044654.22    1.72    0.99    1.99

-2148732.14    4426643.10    4044652.88    1.72    0.99    1.98

-2148731.01    4426642.32    4044656.12    1.72    0.98    1.98

-2148731.88    4426643.53    4044654.82    1.71    0.98    1.97

-2148730.99    4426641.70    4044653.10    1.71    0.98    1.97

-2148731.81    4426641.41    4044654.33    1.71    0.97    1.97

-2148731.19    4426642.32    4044653.05    1.70    0.97    1.96

-2148730.10    4426639.91    4044651.76    1.70    0.97    1.96

-2148730.26    4426641.81    4044653.66    1.70    0.97    1.95

-2148730.86    4426643.06    4044656.18    1.70    0.96    1.95

-2148730.19    4426641.32    4044654.53    1.69    0.95    1.94

-2148729.69    4426641.20    4044654.69    1.68    0.95    1.93

-2148728.79    4426640.24    4044653.65    1.68    0.95    1.93

-2148729.04    4426639.85    4044654.55    1.68    0.94    1.93

-2148729.03    4426641.11    4044655.41    1.68    0.94    1.92

-2148728.92    4426639.98    4044656.58    1.67    0.94    1.92

-2148729.05    4426641.25    4044655.86    1.67    0.94    1.92

-2148728.32    4426640.36    4044656.06    1.67    0.93    1.91

-2148729.19    4426641.57    4044653.72    1.67    0.93    1.91

-2148731.03    4426641.02    4044654.63    1.66    0.93    1.90

-2148728.95    4426638.81    4044653.73    1.66    0.92    1.90

-2148728.45    4426640.84    4044655.74    1.66    0.92    1.90

-2148728.52    4426640.99    4044654.75    1.66    0.92    1.89

-2148729.64    4426638.98    4044654.58    1.65    0.92    1.89

-2148728.04    4426640.00    4044657.86    1.65    0.91    1.89

-2148727.73    4426640.76    4044656.95    1.65    0.91    1.88

-2148728.07    4426639.14    4044655.31    1.65    0.91    1.88

-2148728.53    4426639.49    4044655.45    1.64    0.90    1.88

-2148726.83    4426639.45    4044657.17    1.64    0.90    1.87

-2148726.06    4426638.89    4044659.58    1.64    0.90    1.87

-2148725.27    4426637.97    4044654.63    1.64    0.89    1.87

-2148726.74    4426638.43    4044656.41    1.63    0.89    1.86

-2148726.34    4426638.82    4044654.09    1.63    0.89    1.86

-2148727.97    4426639.87    4044654.51    1.63    0.89    1.86

-2148724.94    4426637.28    4044657.02    1.63    0.88    1.85

-2148726.66    4426638.22    4044656.65    1.63    0.88    1.85

-2148724.48    4426640.42    4044659.89    1.62    0.88    1.84

-2148724.93    4426639.63    4044661.17    1.62    0.87    1.84

-2148726.46    4426639.88    4044655.19    1.62    0.87    1.84

-2148727.06    4426640.97    4044658.28    1.62    0.87    1.83

-2148724.82    4426638.06    4044658.11    1.61    0.87    1.83

-2148727.54    4426639.66    4044655.36    1.61    0.86    1.83

-2148727.15    4426638.54    4044655.33    1.61    0.86    1.82

-2148727.16    4426640.46    4044655.71    1.61    0.86    1.82

-2148723.83    4426638.41    4044660.14    1.60    0.85    1.82

-2148725.16    4426638.90    4044655.92    1.60    0.85    1.81

-2148731.98    4426642.62    4044659.77    0.99    0.50    1.11

-2148734.64    4426643.08    4044659.53    1.30    0.63    1.44

-2148734.31    4426642.62    4044658.93    1.30    0.63    1.44

-2148735.02    4426642.80    4044659.96    1.30    0.63    1.44

-2148734.66    4426644.36    4044659.28    1.30    0.63    1.44

-2148734.57    4426643.85    4044658.64    1.30    0.63    1.44

-2148734.83    4426642.41    4044659.92    1.29    0.63    1.44

-2148734.26    4426644.25    4044659.04    1.29    0.63    1.44

-2148734.23    4426643.19    4044660.10    1.29    0.63    1.44

-2148734.07    4426643.85    4044659.17    1.29    0.63    1.44

-2148732.54    4426644.17    4044657.68    1.29    0.63    1.44

-2148733.16    4426643.67    4044658.49    1.29    0.63    1.44

-2148733.45    4426644.71    4044659.80    1.29    0.63    1.44

-2148734.02    4426644.44    4044658.84    1.29    0.63    1.43

-2148733.68    4426643.50    4044657.33    1.29    0.62    1.43

-2148733.56    4426641.90    4044659.04    1.29    0.62    1.43

-2148732.35    4426642.38    4044658.85    1.29    0.62    1.43

-2148735.50    4426641.63    4044652.74    1.40    0.70    1.57

-2148735.29    4426643.51    4044652.74    1.40    0.70    1.57

-2148736.47    4426640.61    4044652.93    1.40    0.70    1.57

-2148735.87    4426644.44    4044654.65    1.40    0.70    1.57

-2148736.26    4426643.84    4044654.58    1.40    0.70    1.57

-2148735.31    4426641.24    4044652.92    1.40    0.70    1.57

-2148737.38    4426642.41    4044654.41    1.40    0.70    1.57

-2148734.13    4426639.79    4044652.37    1.40    0.70    1.57

-2148733.53    4426639.67    4044652.09    1.40    0.70    1.57

-2148733.23    4426642.20    4044653.48    1.40    0.70    1.57

-2148734.09    4426639.52    4044653.17    1.40    0.70    1.57

-2148734.86    4426642.59    4044652.24    1.40    0.70    1.57

-2148734.43    4426639.84    4044652.16    1.40    0.70    1.57

-2148733.40    4426640.65    4044652.90    1.40    0.70    1.57

-2148733.41    4426640.24    4044653.43    1.40    0.70    1.57

-2148734.20    4426641.85    4044654.70    1.40    0.70    1.56

-2148733.46    4426643.59    4044654.30    1.40    0.70    1.56

-2148734.93    4426643.09    4044655.23    1.40    0.70    1.56

-2148734.61    4426642.95    4044654.81    1.40    0.69    1.56

-2148734.68    4426642.03    4044653.22    1.40    0.69    1.56

-2148733.72    4426642.32    4044652.14    1.40    0.69    1.56

-2148733.09    4426642.03    4044652.52    1.40    0.69    1.56

-2148734.48    4426643.96    4044652.19    1.40    0.69    1.56

-2148734.31    4426642.00    4044652.08    1.40    0.69    1.56

-2148733.72    4426642.86    4044653.20    1.40    0.69    1.56

-2148732.25    4426639.24    4044652.22    1.40    0.69    1.56

-2148733.09    4426642.08    4044652.33    1.40    0.69    1.56

-2148733.11    4426641.04    4044652.45    1.39    0.69    1.56

-2148734.06    4426643.15    4044652.68    1.39    0.69    1.55

-2148734.20    4426640.57    4044651.01    1.39    0.69    1.55

-2148734.21    4426642.60    4044652.77    1.39    0.69    1.55

-2148733.17    4426643.56    4044651.82    1.39    0.69    1.55

-2148732.04    4426641.11    4044650.25    1.39    0.68    1.55

-2148732.37    4426641.56    4044652.38    1.39    0.68    1.55

-2148732.68    4426641.83    4044652.33    1.39    0.68    1.55

-2148733.95    4426642.24    4044652.21    1.39    0.68    1.55

-2148734.96    4426644.16    4044652.78    1.39    0.68    1.55

-2148731.39    4426642.61    4044652.61    1.39    0.68    1.54

-2148733.16    4426641.25    4044652.63    1.39    0.68    1.54

-2148734.75    4426644.14    4044654.39    1.38    0.68    1.54

-2148733.62    4426645.76    4044651.87    1.38    0.68    1.54

-2148732.58    4426642.70    4044651.81    1.38    0.68    1.54

-2148732.74    4426641.80    4044652.35    1.38    0.67    1.54

-2148732.14    4426641.17    4044652.50    1.38    0.67    1.54

-2148734.26    4426642.45    4044652.10    1.38    0.67    1.53

-2148733.36    4426641.25    4044652.15    1.38    0.67    1.53

-2148736.45    4426647.35    4044653.24    1.38    0.67    1.53

-2148734.36    4426647.12    4044653.87    1.38    0.67    1.53

-2148732.97    4426644.79    4044652.78    1.38    0.67    1.53

-2148733.80    4426645.19    4044651.94    1.37    0.67    1.53

-2148732.19    4426644.57    4044653.08    1.37    0.66    1.52

-2148733.11    4426643.55    4044652.22    1.37    0.66    1.52

-2148735.43    4426647.28    4044652.89    1.37    0.66    1.52

-2148730.87    4426640.39    4044651.44    1.37    0.66    1.52

-2148731.90    4426644.27    4044651.24    1.37    0.66    1.52

-2148733.48    4426644.40    4044649.77    1.37    0.66    1.52

-2148732.88    4426644.36    4044651.35    1.37    0.66    1.51

-2148733.13    4426642.63    4044651.28    1.36    0.65    1.51

-2148733.28    4426644.37    4044652.96    1.36    0.65    1.51

-2148731.12    4426644.73    4044654.65    1.36    0.65    1.51

-2148733.71    4426643.39    4044650.81    1.36    0.65    1.51

-2148732.44    4426642.64    4044652.20    1.36    0.65    1.51

-2148733.00    4426641.66    4044653.01    1.36    0.65    1.50

-2148734.58    4426647.40    4044654.15    1.36    0.65    1.50

-2148735.87    4426650.82    4044655.53    1.35    0.64    1.50

-2148736.77    4426651.09    4044656.72    1.35    0.64    1.50

-2148734.98    4426650.40    4044655.74    1.35    0.64    1.50

-2148733.66    4426648.85    4044654.70    1.40    0.69    1.57

-2148737.28    4426656.88    4044654.06    1.40    0.69    1.56

-2148733.53    4426647.64    4044651.84    1.40    0.69    1.56

-2148737.45    4426652.34    4044656.84    1.40    0.69    1.56

-2148735.62    4426649.72    4044655.14    1.40    0.68    1.56

-2148735.84    4426651.22    4044655.80    1.40    0.68    1.55

-2148736.88    4426651.44    4044656.93    1.39    0.68    1.55

-2148735.85    4426653.12    4044654.25    1.39    0.68    1.55

-2148737.15    4426653.61    4044655.46    1.39    0.68    1.55

7312930.88    -231082.31    2028461.55    1.26    0.60    1.39

-2148737.15    4426653.38    4044657.73    1.39    0.67    1.54

22456712.64    -5047753.76    -4545605.16    1.24    0.58    1.37

-2148751.99    4426675.39    4044664.40    1.59    0.85    1.80

-2148748.17    4426670.74    4044662.87    1.58    0.84    1.80

-2148748.53    4426670.73    4044663.07    1.58    0.84    1.79

3815086.24    -6298085.53    1954183.27    1.43    0.72    1.60

-2148751.29    4426673.11    4044665.18    1.58    0.84    1.79

-2148751.71    4426673.19    4044664.36    1.58    0.84    1.79

-2148749.34    4426670.35    4044663.94    1.58    0.84    1.78

-2148751.07    4426669.61    4044665.41    1.57    0.84    1.78
